PRISM Time Series Data
Locations: 31
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1951-01 - 1965-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2018-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
SD241782,-120.6667,36.5839,331.0,1953-10,3.40,6.6,16.6,26.5
SD241782,-120.6667,36.5839,331.0,1953-11,32.30,6.2,12.9,19.7
SD241782,-120.6667,36.5839,331.0,1953-12,11.57,0.8,8.4,15.9
SD241782,-120.6667,36.5839,331.0,1954-01,40.09,0.8,7.9,15.0
SD241782,-120.6667,36.5839,331.0,1954-02,44.65,2.7,9.9,17.1
SD241782,-120.6667,36.5839,331.0,1954-03,59.83,3.1,10.2,17.3
SD241782,-120.6667,36.5839,331.0,1954-04,10.63,8.0,16.9,25.9
SD241782,-120.6667,36.5839,331.0,1954-05,4.34,9.4,19.7,29.9
SD241782,-120.6667,36.5839,331.0,1954-06,3.63,11.9,21.5,31.1
SD241782,-120.6667,36.5839,331.0,1954-07,0.00,15.8,26.8,37.8
SD241782,-120.6667,36.5839,331.0,1954-08,0.00,12.6,23.1,33.7
SD241782,-120.6667,36.5839,331.0,1954-09,0.00,10.7,21.0,31.3
SD241782,-120.6667,36.5839,331.0,1954-10,0.00,7.8,17.0,26.1
SD241782,-120.6667,36.5839,331.0,1954-11,20.23,4.8,11.9,18.9
SD241782,-120.6667,36.5839,331.0,1954-12,41.20,1.5,7.1,12.7
SD241782,-120.6667,36.5839,331.0,1955-01,66.80,-0.1,5.5,11.2
SD241782,-120.6667,36.5839,331.0,1955-02,35.40,1.0,8.4,15.8
SD241782,-120.6667,36.5839,331.0,1955-03,6.45,2.9,11.3,19.8
SD241782,-120.6667,36.5839,331.0,1955-04,25.53,3.5,12.2,20.8
SD241782,-120.6667,36.5839,331.0,1955-05,21.37,9.4,18.2,27.1
SD241782,-120.6667,36.5839,331.0,1955-06,0.00,11.4,21.3,31.2
SD241782,-120.6667,36.5839,331.0,1955-07,0.00,12.6,23.2,33.7
SD241782,-120.6667,36.5839,331.0,1955-08,0.00,14.5,25.7,37.0
SD241782,-120.6667,36.5839,331.0,1955-09,0.00,11.9,22.6,33.3
SD241782,-120.6667,36.5839,331.0,1955-10,0.00,9.0,18.4,27.9
SD241782,-120.6667,36.5839,331.0,1955-11,22.52,3.2,11.1,19.0
SD241782,-120.6667,36.5839,331.0,1955-12,161.31,4.5,9.8,15.0
SD241782,-120.6667,36.5839,331.0,1956-01,59.37,4.0,9.2,14.5
SD241782,-120.6667,36.5839,331.0,1956-02,20.01,-0.2,7.2,14.5
SD241782,-120.6667,36.5839,331.0,1956-03,0.25,2.8,11.6,20.4
SD241782,-120.6667,36.5839,331.0,1956-04,28.94,5.8,14.1,22.3
SD241782,-120.6667,36.5839,331.0,1956-05,18.19,9.1,18.2,27.3
SD241782,-120.6667,36.5839,331.0,1956-06,0.00,12.3,22.9,33.6
SD241782,-120.6667,36.5839,331.0,1956-07,0.00,14.2,25.3,36.3
SD241782,-120.6667,36.5839,331.0,1956-08,0.00,12.3,22.9,33.5
SD241782,-120.6667,36.5839,331.0,1956-09,2.35,12.4,22.5,32.7
SD241782,-120.6667,36.5839,331.0,1956-10,19.22,7.9,16.2,24.4
SD241782,-120.6667,36.5839,331.0,1956-11,0.00,2.5,12.1,21.7
SD241782,-120.6667,36.5839,331.0,1956-12,5.99,-0.1,8.0,16.1
SD241782,-120.6667,36.5839,331.0,1957-01,50.11,-0.6,5.9,12.3
SD241782,-120.6667,36.5839,331.0,1957-02,45.15,5.5,11.1,16.8
SD241782,-120.6667,36.5839,331.0,1957-03,25.81,5.0,12.2,19.4
SD241782,-120.6667,36.5839,331.0,1957-04,31.73,6.7,15.1,23.4
SD241782,-120.6667,36.5839,331.0,1957-05,19.37,9.0,17.4,25.7
SD241782,-120.6667,36.5839,331.0,1957-06,4.19,13.8,24.1,34.3
SD241782,-120.6667,36.5839,331.0,1957-07,0.00,14.7,25.8,36.9
SD241782,-120.6667,36.5839,331.0,1957-08,0.00,12.8,23.9,34.9
SD241782,-120.6667,36.5839,331.0,1957-09,1.78,12.4,22.1,31.8
SD241782,-120.6667,36.5839,331.0,1957-10,25.31,9.3,16.8,24.2
SD241782,-120.6667,36.5839,331.0,1957-11,12.78,3.2,10.7,18.2
SD241782,-120.6667,36.5839,331.0,1957-12,52.40,1.2,7.9,14.6
SD241782,-120.6667,36.5839,331.0,1958-01,52.47,0.9,8.1,15.4
SD241782,-120.6667,36.5839,331.0,1958-02,120.59,5.4,11.6,17.9
SD241782,-120.6667,36.5839,331.0,1958-03,123.13,3.3,9.4,15.5
SD241782,-120.6667,36.5839,331.0,1958-04,77.15,5.7,13.9,22.2
SD241782,-120.6667,36.5839,331.0,1958-05,11.61,10.3,19.6,29.0
SD241782,-120.6667,36.5839,331.0,1958-06,1.56,12.3,21.5,30.8
SD241782,-120.6667,36.5839,331.0,1958-07,0.00,14.3,25.1,36.0
SD241782,-120.6667,36.5839,331.0,1958-08,0.00,17.4,27.7,37.9
SD241782,-120.6667,36.5839,331.0,1958-09,14.48,12.8,22.8,32.8
SD241782,-120.6667,36.5839,331.0,1958-10,0.00,11.1,20.5,29.9
SD241782,-120.6667,36.5839,331.0,1958-11,5.18,3.8,12.5,21.2
SD241782,-120.6667,36.5839,331.0,1958-12,6.47,1.6,10.6,19.6
SD241782,-120.6667,36.5839,331.0,1959-01,36.73,3.2,9.8,16.4
SD241782,-120.6667,36.5839,331.0,1959-02,100.26,1.8,8.8,15.7
SD241782,-120.6667,36.5839,331.0,1959-03,2.66,4.4,13.3,22.2
SD241782,-120.6667,36.5839,331.0,1959-04,10.24,6.6,16.8,27.0
SD241782,-120.6667,36.5839,331.0,1959-05,0.20,7.8,17.3,26.8
SD241782,-120.6667,36.5839,331.0,1959-06,0.00,12.8,23.6,34.3
SD241782,-120.6667,36.5839,331.0,1959-07,0.00,15.5,26.9,38.3
SD241782,-120.6667,36.5839,331.0,1959-08,0.00,13.9,24.4,34.9
SD241782,-120.6667,36.5839,331.0,1959-09,11.14,11.8,21.2,30.5
SD241782,-120.6667,36.5839,331.0,1959-10,0.00,9.8,18.8,27.9
SD241782,-120.6667,36.5839,331.0,1959-11,0.00,1.9,12.4,23.0
SD241782,-120.6667,36.5839,331.0,1959-12,9.19,0.1,8.7,17.3
SD241782,-120.6667,36.5839,331.0,1960-01,34.77,0.4,7.0,13.6
SD241782,-120.6667,36.5839,331.0,1960-02,79.00,2.6,9.0,15.4
SD241782,-120.6667,36.5839,331.0,1960-03,17.66,5.6,13.2,20.7
SD241782,-120.6667,36.5839,331.0,1960-04,23.90,6.3,14.7,23.1
SD241782,-120.6667,36.5839,331.0,1960-05,0.43,8.4,17.8,27.3
SD241782,-120.6667,36.5839,331.0,1960-06,0.00,14.4,25.5,36.6
SD241782,-120.6667,36.5839,331.0,1960-07,0.00,16.0,26.9,37.9
SD241782,-120.6667,36.5839,331.0,1960-08,0.00,13.1,24.5,35.8
SD241782,-120.6667,36.5839,331.0,1960-09,0.38,12.0,22.9,33.9
SD241782,-120.6667,36.5839,331.0,1960-10,2.74,8.0,16.8,25.6
SD241782,-120.6667,36.5839,331.0,1960-11,61.79,4.2,10.7,17.1
SD241782,-120.6667,36.5839,331.0,1960-12,13.68,0.6,7.2,13.8
SD241782,-120.6667,36.5839,331.0,1961-01,37.75,-0.6,6.8,14.1
SD241782,-120.6667,36.5839,331.0,1961-02,18.26,3.7,10.5,17.3
SD241782,-120.6667,36.5839,331.0,1961-03,27.10,3.5,11.0,18.5
SD241782,-120.6667,36.5839,331.0,1961-04,9.97,5.8,15.2,24.6
SD241782,-120.6667,36.5839,331.0,1961-05,8.30,7.7,16.5,25.3
SD241782,-120.6667,36.5839,331.0,1961-06,3.16,14.3,24.8,35.4
SD241782,-120.6667,36.5839,331.0,1961-07,0.00,15.8,26.7,37.6
SD241782,-120.6667,36.5839,331.0,1961-08,0.00,16.2,26.0,35.7
SD241782,-120.6667,36.5839,331.0,1961-09,0.00,11.2,21.1,31.1
SD241782,-120.6667,36.5839,331.0,1961-10,0.00,9.0,17.8,26.6
SD241782,-120.6667,36.5839,331.0,1961-11,49.22,2.7,10.7,18.6
SD241782,-120.6667,36.5839,331.0,1961-12,35.76,1.6,7.2,12.8
SD241782,-120.6667,36.5839,331.0,1962-01,27.12,-1.1,5.7,12.5
SD241782,-120.6667,36.5839,331.0,1962-02,173.21,3.3,8.1,12.9
SD241782,-120.6667,36.5839,331.0,1962-03,25.75,2.8,9.4,16.1
SD241782,-120.6667,36.5839,331.0,1962-04,0.30,6.7,16.3,25.9
SD241782,-120.6667,36.5839,331.0,1962-05,1.21,7.7,16.5,25.2
SD241782,-120.6667,36.5839,331.0,1962-06,0.00,11.6,22.2,32.9
SD241782,-120.6667,36.5839,331.0,1962-07,0.00,13.2,24.5,35.9
SD241782,-120.6667,36.5839,331.0,1962-08,0.00,13.4,24.1,34.8
SD241782,-120.6667,36.5839,331.0,1962-09,0.00,11.5,21.9,32.4
SD241782,-120.6667,36.5839,331.0,1962-10,11.91,8.8,17.0,25.1
SD241782,-120.6667,36.5839,331.0,1962-11,2.35,4.6,12.7,20.8
SD241782,-120.6667,36.5839,331.0,1962-12,38.16,1.7,9.2,16.6
SD241782,-120.6667,36.5839,331.0,1963-01,13.48,-2.3,5.8,14.0
SD241782,-120.6667,36.5839,331.0,1963-02,93.25,6.8,13.0,19.2
SD241782,-120.6667,36.5839,331.0,1963-03,45.04,3.0,10.4,17.8
SD241782,-120.6667,36.5839,331.0,1963-04,49.86,4.9,11.9,18.8
SD241782,-120.6667,36.5839,331.0,1963-05,6.86,9.2,17.7,26.2
SD241782,-120.6667,36.5839,331.0,1963-06,4.39,11.1,21.0,31.0
SD241782,-120.6667,36.5839,331.0,1963-07,0.00,12.1,23.3,34.5
SD241782,-120.6667,36.5839,331.0,1963-08,0.00,13.3,23.8,34.2
SD241782,-120.6667,36.5839,331.0,1963-09,4.26,13.3,22.8,32.3
SD241782,-120.6667,36.5839,331.0,1963-10,31.45,9.8,17.4,25.0
SD241782,-120.6667,36.5839,331.0,1963-11,45.33,4.7,10.8,16.8
SD241782,-120.6667,36.5839,331.0,1963-12,4.73,0.5,5.8,11.0
SD241782,-120.6667,36.5839,331.0,1964-01,18.26,-0.2,6.6,13.5
SD241782,-120.6667,36.5839,331.0,1964-02,1.53,0.3,8.7,17.0
SD241782,-120.6667,36.5839,331.0,1964-03,28.89,2.3,10.2,18.1
SD241782,-120.6667,36.5839,331.0,1964-04,10.97,5.2,14.0,22.7
SD241782,-120.6667,36.5839,331.0,1964-05,1.32,7.3,16.4,25.4
SD241782,-120.6667,36.5839,331.0,1964-06,3.82,11.6,21.4,31.1
SD241782,-120.6667,36.5839,331.0,1964-07,0.00,14.1,25.1,36.1
SD241782,-120.6667,36.5839,331.0,1964-08,0.00,14.4,24.6,34.9
SD241782,-120.6667,36.5839,331.0,1964-09,3.55,10.1,20.5,30.9
SD241782,-120.6667,36.5839,331.0,1964-10,29.13,10.7,19.6,28.5
SD241782,-120.6667,36.5839,331.0,1964-11,37.64,4.0,9.9,15.9
SD241782,-120.6667,36.5839,331.0,1964-12,63.80,4.2,9.4,14.7
SD241782,-120.6667,36.5839,331.0,1965-01,15.61,2.5,8.1,13.6
SD241782,-120.6667,36.5839,331.0,1965-02,13.19,2.4,9.6,16.7
SD241782,-120.6667,36.5839,331.0,1965-03,25.12,4.3,11.4,18.4
SD241782,-120.6667,36.5839,331.0,1965-04,54.08,7.2,14.0,20.8
SD241782,-120.6667,36.5839,331.0,1965-05,0.00,8.5,18.1,27.6
SD241782,-120.6667,36.5839,331.0,1965-06,0.00,10.5,20.2,29.9
SD241782,-120.6667,36.5839,331.0,1965-07,0.00,13.3,24.1,34.9
SD241782,-120.6667,36.5839,331.0,1965-08,2.57,14.5,24.7,34.8
SD241782,-120.6667,36.5839,331.0,1965-09,0.00,9.6,19.5,29.3
SD241782,-120.6667,36.5839,331.0,1965-10,0.79,9.7,19.2,28.6
SD241782,-120.6667,36.5839,331.0,1965-11,108.51,6.4,12.3,18.2
SD241782,-120.6667,36.5839,331.0,1965-12,50.80,0.5,5.9,11.3

UC1529013,-120.1137,35.5657,580.0,1951-01,44.20,2.0,7.5,13.1
UC1529013,-120.1137,35.5657,580.0,1951-02,20.87,2.1,8.6,15.0
UC1529013,-120.1137,35.5657,580.0,1951-03,6.87,2.5,10.3,18.0
UC1529013,-120.1137,35.5657,580.0,1951-04,19.34,6.2,14.1,21.9
UC1529013,-120.1137,35.5657,580.0,1951-05,1.23,8.5,17.7,26.9
UC1529013,-120.1137,35.5657,580.0,1951-06,0.00,11.7,21.7,31.8
UC1529013,-120.1137,35.5657,580.0,1951-07,0.00,14.3,25.1,35.9
UC1529013,-120.1137,35.5657,580.0,1951-08,0.00,14.6,25.0,35.5
UC1529013,-120.1137,35.5657,580.0,1951-09,0.00,12.6,23.0,33.4
UC1529013,-120.1137,35.5657,580.0,1951-10,12.32,9.1,17.5,25.9
UC1529013,-120.1137,35.5657,580.0,1951-11,33.68,4.9,11.9,18.9
UC1529013,-120.1137,35.5657,580.0,1951-12,67.18,1.0,6.8,12.6
UC1529013,-120.1137,35.5657,580.0,1952-01,94.36,1.3,6.3,11.3
UC1529013,-120.1137,35.5657,580.0,1952-02,10.64,3.3,9.3,15.2
UC1529013,-120.1137,35.5657,580.0,1952-03,102.43,3.1,8.3,13.5
UC1529013,-120.1137,35.5657,580.0,1952-04,24.47,6.5,13.8,21.1
UC1529013,-120.1137,35.5657,580.0,1952-05,0.00,9.1,18.7,28.3
UC1529013,-120.1137,35.5657,580.0,1952-06,0.00,8.9,18.5,28.1
UC1529013,-120.1137,35.5657,580.0,1952-07,0.00,16.1,26.3,36.5
UC1529013,-120.1137,35.5657,580.0,1952-08,0.00,15.0,25.4,35.8
UC1529013,-120.1137,35.5657,580.0,1952-09,0.55,12.4,22.8,33.1
UC1529013,-120.1137,35.5657,580.0,1952-10,0.00,11.8,20.2,28.6
UC1529013,-120.1137,35.5657,580.0,1952-11,46.63,3.3,10.5,17.6
UC1529013,-120.1137,35.5657,580.0,1952-12,94.49,2.9,8.5,14.0
UC1529013,-120.1137,35.5657,580.0,1953-01,21.74,3.8,9.7,15.7
UC1529013,-120.1137,35.5657,580.0,1953-02,0.00,1.0,8.7,16.5
UC1529013,-120.1137,35.5657,580.0,1953-03,15.20,2.5,10.2,18.0
UC1529013,-120.1137,35.5657,580.0,1953-04,25.31,4.6,12.8,21.0
UC1529013,-120.1137,35.5657,580.0,1953-05,4.97,4.7,13.7,22.8
UC1529013,-120.1137,35.5657,580.0,1953-06,1.49,8.9,18.7,28.4
UC1529013,-120.1137,35.5657,580.0,1953-07,0.00,16.4,27.0,37.5
UC1529013,-120.1137,35.5657,580.0,1953-08,0.00,13.7,23.4,33.2
UC1529013,-120.1137,35.5657,580.0,1953-09,0.00,13.5,23.0,32.5
UC1529013,-120.1137,35.5657,580.0,1953-10,0.00,7.9,17.0,26.0
UC1529013,-120.1137,35.5657,580.0,1953-11,47.03,5.7,12.2,18.6
UC1529013,-120.1137,35.5657,580.0,1953-12,2.53,0.4,8.0,15.6
UC1529013,-120.1137,35.5657,580.0,1954-01,69.01,1.2,7.5,13.8
UC1529013,-120.1137,35.5657,580.0,1954-02,42.77,2.5,9.9,17.3
UC1529013,-120.1137,35.5657,580.0,1954-03,73.01,2.8,8.9,15.1
UC1529013,-120.1137,35.5657,580.0,1954-04,10.17,7.8,15.7,23.6
UC1529013,-120.1137,35.5657,580.0,1954-05,0.66,8.9,18.6,28.4
UC1529013,-120.1137,35.5657,580.0,1954-06,0.00,10.3,20.3,30.3
UC1529013,-120.1137,35.5657,580.0,1954-07,0.00,16.2,26.7,37.1
UC1529013,-120.1137,35.5657,580.0,1954-08,0.00,12.9,23.0,33.2
UC1529013,-120.1137,35.5657,580.0,1954-09,0.00,10.7,20.9,31.2
UC1529013,-120.1137,35.5657,580.0,1954-10,0.00,8.5,17.4,26.3
UC1529013,-120.1137,35.5657,580.0,1954-11,16.61,4.8,11.8,18.8
UC1529013,-120.1137,35.5657,580.0,1954-12,44.26,1.0,7.4,13.7
UC1529013,-120.1137,35.5657,580.0,1955-01,91.51,-0.5,5.1,10.7
UC1529013,-120.1137,35.5657,580.0,1955-02,43.73,0.5,7.4,14.3
UC1529013,-120.1137,35.5657,580.0,1955-03,6.98,2.4,10.0,17.6
UC1529013,-120.1137,35.5657,580.0,1955-04,33.01,2.5,10.8,19.1
UC1529013,-120.1137,35.5657,580.0,1955-05,31.76,8.4,16.9,25.3
UC1529013,-120.1137,35.5657,580.0,1955-06,0.00,10.3,20.4,30.4
UC1529013,-120.1137,35.5657,580.0,1955-07,0.00,12.6,23.2,33.8
UC1529013,-120.1137,35.5657,580.0,1955-08,0.75,16.1,26.8,37.5
UC1529013,-120.1137,35.5657,580.0,1955-09,0.00,12.1,22.6,33.2
UC1529013,-120.1137,35.5657,580.0,1955-10,0.00,10.3,18.8,27.3
UC1529013,-120.1137,35.5657,580.0,1955-11,29.92,2.8,10.5,18.2
UC1529013,-120.1137,35.5657,580.0,1955-12,131.26,3.6,9.0,14.4
UC1529013,-120.1137,35.5657,580.0,1956-01,72.48,3.0,8.4,13.8
UC1529013,-120.1137,35.5657,580.0,1956-02,13.62,-0.7,6.1,12.8
UC1529013,-120.1137,35.5657,580.0,1956-03,0.00,2.0,10.4,18.9
UC1529013,-120.1137,35.5657,580.0,1956-04,27.23,5.0,12.7,20.4
UC1529013,-120.1137,35.5657,580.0,1956-05,20.95,8.4,17.0,25.7
UC1529013,-120.1137,35.5657,580.0,1956-06,0.00,11.9,22.0,32.2
UC1529013,-120.1137,35.5657,580.0,1956-07,0.00,15.6,25.6,35.7
UC1529013,-120.1137,35.5657,580.0,1956-08,0.00,13.6,23.8,34.0
UC1529013,-120.1137,35.5657,580.0,1956-09,0.00,12.8,22.9,32.9
UC1529013,-120.1137,35.5657,580.0,1956-10,17.46,9.2,16.6,23.9
UC1529013,-120.1137,35.5657,580.0,1956-11,0.00,2.7,11.8,20.9
UC1529013,-120.1137,35.5657,580.0,1956-12,3.58,0.3,8.2,16.1
UC1529013,-120.1137,35.5657,580.0,1957-01,70.17,-0.1,6.0,12.2
UC1529013,-120.1137,35.5657,580.0,1957-02,37.91,5.8,10.6,15.4
UC1529013,-120.1137,35.5657,580.0,1957-03,22.06,4.8,11.3,17.8
UC1529013,-120.1137,35.5657,580.0,1957-04,29.79,6.2,13.9,21.6
UC1529013,-120.1137,35.5657,580.0,1957-05,20.65,8.3,16.3,24.3
UC1529013,-120.1137,35.5657,580.0,1957-06,5.23,13.4,23.6,33.8
UC1529013,-120.1137,35.5657,580.0,1957-07,0.00,15.2,25.9,36.6
UC1529013,-120.1137,35.5657,580.0,1957-08,0.00,13.7,24.4,35.0
UC1529013,-120.1137,35.5657,580.0,1957-09,0.00,12.6,22.2,31.9
UC1529013,-120.1137,35.5657,580.0,1957-10,30.64,10.2,16.9,23.7
UC1529013,-120.1137,35.5657,580.0,1957-11,13.87,3.3,10.3,17.4
UC1529013,-120.1137,35.5657,580.0,1957-12,53.82,2.2,8.2,14.2
UC1529013,-120.1137,35.5657,580.0,1958-01,52.25,1.6,8.3,15.1
UC1529013,-120.1137,35.5657,580.0,1958-02,116.45,5.4,10.9,16.5
UC1529013,-120.1137,35.5657,580.0,1958-03,132.27,3.2,8.6,14.1
UC1529013,-120.1137,35.5657,580.0,1958-04,107.13,5.4,13.0,20.5
UC1529013,-120.1137,35.5657,580.0,1958-05,13.10,9.6,18.5,27.5
UC1529013,-120.1137,35.5657,580.0,1958-06,0.00,10.7,20.3,30.0
UC1529013,-120.1137,35.5657,580.0,1958-07,0.00,14.8,25.0,35.1
UC1529013,-120.1137,35.5657,580.0,1958-08,0.34,18.2,27.7,37.3
UC1529013,-120.1137,35.5657,580.0,1958-09,27.48,13.0,22.7,32.5
UC1529013,-120.1137,35.5657,580.0,1958-10,0.00,12.6,20.9,29.3
UC1529013,-120.1137,35.5657,580.0,1958-11,6.36,4.7,12.4,20.0
UC1529013,-120.1137,35.5657,580.0,1958-12,5.71,1.9,10.8,19.7
UC1529013,-120.1137,35.5657,580.0,1959-01,41.02,3.9,9.9,15.8
UC1529013,-120.1137,35.5657,580.0,1959-02,84.72,2.2,8.1,13.9
UC1529013,-120.1137,35.5657,580.0,1959-03,0.02,5.2,13.0,20.8
UC1529013,-120.1137,35.5657,580.0,1959-04,9.23,6.9,16.0,25.0
UC1529013,-120.1137,35.5657,580.0,1959-05,1.29,7.3,16.3,25.3
UC1529013,-120.1137,35.5657,580.0,1959-06,0.00,12.6,23.0,33.5
UC1529013,-120.1137,35.5657,580.0,1959-07,0.00,17.0,27.5,38.1
UC1529013,-120.1137,35.5657,580.0,1959-08,0.00,14.9,25.0,35.0
UC1529013,-120.1137,35.5657,580.0,1959-09,17.85,12.0,21.4,30.8
UC1529013,-120.1137,35.5657,580.0,1959-10,0.00,11.5,19.6,27.7
UC1529013,-120.1137,35.5657,580.0,1959-11,0.00,2.7,12.5,22.4
UC1529013,-120.1137,35.5657,580.0,1959-12,9.59,1.2,9.2,17.3
UC1529013,-120.1137,35.5657,580.0,1960-01,57.43,0.9,7.1,13.3
UC1529013,-120.1137,35.5657,580.0,1960-02,64.08,2.6,8.5,14.4
UC1529013,-120.1137,35.5657,580.0,1960-03,17.80,5.7,12.6,19.5
UC1529013,-120.1137,35.5657,580.0,1960-04,30.48,5.6,13.7,21.8
UC1529013,-120.1137,35.5657,580.0,1960-05,0.77,7.9,16.9,26.0
UC1529013,-120.1137,35.5657,580.0,1960-06,0.00,14.4,25.0,35.6
UC1529013,-120.1137,35.5657,580.0,1960-07,0.00,17.0,27.3,37.5
UC1529013,-120.1137,35.5657,580.0,1960-08,0.00,14.7,25.3,35.9
UC1529013,-120.1137,35.5657,580.0,1960-09,0.00,12.6,23.1,33.7
UC1529013,-120.1137,35.5657,580.0,1960-10,9.34,9.6,17.5,25.4
UC1529013,-120.1137,35.5657,580.0,1960-11,79.94,4.0,10.1,16.3
UC1529013,-120.1137,35.5657,580.0,1960-12,15.91,1.2,7.6,14.0
UC1529013,-120.1137,35.5657,580.0,1961-01,29.47,-0.3,7.6,15.5
UC1529013,-120.1137,35.5657,580.0,1961-02,11.75,3.5,10.1,16.7
UC1529013,-120.1137,35.5657,580.0,1961-03,18.42,3.4,10.3,17.1
UC1529013,-120.1137,35.5657,580.0,1961-04,4.83,5.7,14.5,23.3
UC1529013,-120.1137,35.5657,580.0,1961-05,8.73,6.8,15.5,24.2
UC1529013,-120.1137,35.5657,580.0,1961-06,0.00,14.0,24.2,34.4
UC1529013,-120.1137,35.5657,580.0,1961-07,0.00,16.6,27.0,37.3
UC1529013,-120.1137,35.5657,580.0,1961-08,0.00,16.9,26.4,35.8
UC1529013,-120.1137,35.5657,580.0,1961-09,0.00,10.9,20.9,30.9
UC1529013,-120.1137,35.5657,580.0,1961-10,0.00,10.0,18.2,26.5
UC1529013,-120.1137,35.5657,580.0,1961-11,39.00,2.9,10.4,18.0
UC1529013,-120.1137,35.5657,580.0,1961-12,42.61,1.4,7.0,12.7
UC1529013,-120.1137,35.5657,580.0,1962-01,41.29,-0.2,6.7,13.6
UC1529013,-120.1137,35.5657,580.0,1962-02,166.45,3.1,8.0,12.9
UC1529013,-120.1137,35.5657,580.0,1962-03,36.87,2.3,8.5,14.8
UC1529013,-120.1137,35.5657,580.0,1962-04,0.00,6.7,15.6,24.5
UC1529013,-120.1137,35.5657,580.0,1962-05,2.32,6.4,15.2,24.1
UC1529013,-120.1137,35.5657,580.0,1962-06,0.00,11.0,21.5,32.0
UC1529013,-120.1137,35.5657,580.0,1962-07,0.00,13.9,24.8,35.7
UC1529013,-120.1137,35.5657,580.0,1962-08,0.00,14.0,24.5,35.0
UC1529013,-120.1137,35.5657,580.0,1962-09,0.00,11.4,21.7,32.0
UC1529013,-120.1137,35.5657,580.0,1962-10,14.89,10.1,17.5,24.9
UC1529013,-120.1137,35.5657,580.0,1962-11,0.00,4.4,12.2,20.1
UC1529013,-120.1137,35.5657,580.0,1962-12,32.28,2.2,9.7,17.1
UC1529013,-120.1137,35.5657,580.0,1963-01,34.61,-1.5,6.2,13.8
UC1529013,-120.1137,35.5657,580.0,1963-02,97.20,6.1,12.7,19.3
