PRISM Time Series Data
Locations: 31
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 1995-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2018-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
SD241782,-120.6667,36.5839,331.0,1990-01,28.77,1.4,7.7,13.9
SD241782,-120.6667,36.5839,331.0,1990-02,52.20,1.6,7.6,13.6
SD241782,-120.6667,36.5839,331.0,1990-03,12.67,6.1,13.0,20.0
SD241782,-120.6667,36.5839,331.0,1990-04,8.23,8.2,16.3,24.4
SD241782,-120.6667,36.5839,331.0,1990-05,15.12,10.2,18.0,25.8
SD241782,-120.6667,36.5839,331.0,1990-06,0.00,13.2,22.3,31.5
SD241782,-120.6667,36.5839,331.0,1990-07,0.00,16.4,26.2,36.0
SD241782,-120.6667,36.5839,331.0,1990-08,0.00,15.8,24.8,33.7
SD241782,-120.6667,36.5839,331.0,1990-09,18.14,13.8,22.3,30.7
SD241782,-120.6667,36.5839,331.0,1990-10,0.54,10.6,19.5,28.3
SD241782,-120.6667,36.5839,331.0,1990-11,5.78,4.1,11.8,19.5
SD241782,-120.6667,36.5839,331.0,1990-12,15.58,-2.8,5.3,13.3
SD241782,-120.6667,36.5839,331.0,1991-01,10.19,1.4,8.4,15.3
SD241782,-120.6667,36.5839,331.0,1991-02,49.10,5.5,12.4,19.3
SD241782,-120.6667,36.5839,331.0,1991-03,140.48,4.3,9.6,14.8
SD241782,-120.6667,36.5839,331.0,1991-04,6.12,6.0,13.6,21.3
SD241782,-120.6667,36.5839,331.0,1991-05,0.00,8.6,17.2,25.7
SD241782,-120.6667,36.5839,331.0,1991-06,0.42,12.0,21.5,30.9
SD241782,-120.6667,36.5839,331.0,1991-07,0.00,16.0,26.0,35.9
SD241782,-120.6667,36.5839,331.0,1991-08,1.96,14.2,23.5,32.8
SD241782,-120.6667,36.5839,331.0,1991-09,3.43,15.3,24.7,34.1
SD241782,-120.6667,36.5839,331.0,1991-10,13.78,12.1,20.7,29.4
SD241782,-120.6667,36.5839,331.0,1991-11,5.51,5.2,12.9,20.6
SD241782,-120.6667,36.5839,331.0,1991-12,54.65,1.5,8.1,14.6
SD241782,-120.6667,36.5839,331.0,1992-01,21.18,0.9,6.6,12.2
SD241782,-120.6667,36.5839,331.0,1992-02,113.86,6.2,11.7,17.3
SD241782,-120.6667,36.5839,331.0,1992-03,57.88,7.0,12.8,18.6
SD241782,-120.6667,36.5839,331.0,1992-04,0.00,9.4,17.5,25.7
SD241782,-120.6667,36.5839,331.0,1992-05,0.00,12.3,21.6,31.0
SD241782,-120.6667,36.5839,331.0,1992-06,0.66,14.0,22.6,31.3
SD241782,-120.6667,36.5839,331.0,1992-07,5.64,15.1,23.9,32.7
SD241782,-120.6667,36.5839,331.0,1992-08,0.00,16.6,26.3,36.0
SD241782,-120.6667,36.5839,331.0,1992-09,0.00,12.8,22.9,33.0
SD241782,-120.6667,36.5839,331.0,1992-10,26.49,11.8,19.5,27.2
SD241782,-120.6667,36.5839,331.0,1992-11,0.00,5.4,12.5,19.6
SD241782,-120.6667,36.5839,331.0,1992-12,77.69,1.4,7.2,13.1
SD241782,-120.6667,36.5839,331.0,1993-01,108.77,2.3,7.6,12.9
SD241782,-120.6667,36.5839,331.0,1993-02,129.39,4.3,9.5,14.8
SD241782,-120.6667,36.5839,331.0,1993-03,64.25,7.2,13.7,20.3
SD241782,-120.6667,36.5839,331.0,1993-04,2.86,6.5,14.3,22.1
SD241782,-120.6667,36.5839,331.0,1993-05,2.08,10.3,18.8,27.3
SD241782,-120.6667,36.5839,331.0,1993-06,8.18,14.2,22.7,31.3
SD241782,-120.6667,36.5839,331.0,1993-07,0.00,13.7,23.6,33.5
SD241782,-120.6667,36.5839,331.0,1993-08,0.00,15.2,24.4,33.5
SD241782,-120.6667,36.5839,331.0,1993-09,0.00,13.5,22.8,32.1
SD241782,-120.6667,36.5839,331.0,1993-10,2.75,10.4,18.4,26.4
SD241782,-120.6667,36.5839,331.0,1993-11,14.37,4.3,11.8,19.4
SD241782,-120.6667,36.5839,331.0,1993-12,27.91,0.9,7.4,14.0
SD241782,-120.6667,36.5839,331.0,1994-01,24.75,0.5,8.2,15.9
SD241782,-120.6667,36.5839,331.0,1994-02,88.53,3.0,8.9,14.8
SD241782,-120.6667,36.5839,331.0,1994-03,10.01,6.1,13.6,21.0
SD241782,-120.6667,36.5839,331.0,1994-04,20.19,7.5,15.3,23.1
SD241782,-120.6667,36.5839,331.0,1994-05,25.36,10.5,18.2,25.9
SD241782,-120.6667,36.5839,331.0,1994-06,0.00,13.2,23.0,32.7
SD241782,-120.6667,36.5839,331.0,1994-07,0.00,15.6,25.7,35.8
SD241782,-120.6667,36.5839,331.0,1994-08,0.00,15.3,25.4,35.5
SD241782,-120.6667,36.5839,331.0,1994-09,5.64,13.4,22.3,31.1
SD241782,-120.6667,36.5839,331.0,1994-10,17.08,9.3,17.0,24.6
SD241782,-120.6667,36.5839,331.0,1994-11,32.81,2.7,8.8,14.9
SD241782,-120.6667,36.5839,331.0,1994-12,19.07,1.6,7.0,12.4
SD241782,-120.6667,36.5839,331.0,1995-01,136.54,2.8,8.5,14.2
SD241782,-120.6667,36.5839,331.0,1995-02,29.59,5.4,10.8,16.2
SD241782,-120.6667,36.5839,331.0,1995-03,156.96,6.2,11.7,17.3
SD241782,-120.6667,36.5839,331.0,1995-04,22.27,7.1,14.5,21.9
SD241782,-120.6667,36.5839,331.0,1995-05,7.74,9.9,17.4,25.0
SD241782,-120.6667,36.5839,331.0,1995-06,6.32,12.6,21.3,29.9
SD241782,-120.6667,36.5839,331.0,1995-07,2.65,15.0,24.4,33.8
SD241782,-120.6667,36.5839,331.0,1995-08,0.00,15.6,25.3,35.0
SD241782,-120.6667,36.5839,331.0,1995-09,0.00,14.1,23.4,32.6
SD241782,-120.6667,36.5839,331.0,1995-10,0.00,10.4,19.2,28.0
SD241782,-120.6667,36.5839,331.0,1995-11,0.86,8.2,15.6,23.1
SD241782,-120.6667,36.5839,331.0,1995-12,56.87,5.2,10.7,16.2

UC1529013,-120.1137,35.5657,580.0,1981-01,65.60,3.3,10.0,16.7
UC1529013,-120.1137,35.5657,580.0,1981-02,48.19,3.6,10.3,17.0
UC1529013,-120.1137,35.5657,580.0,1981-03,90.55,4.9,10.6,16.3
UC1529013,-120.1137,35.5657,580.0,1981-04,11.56,5.1,13.6,22.2
UC1529013,-120.1137,35.5657,580.0,1981-05,0.42,7.9,17.6,27.3
UC1529013,-120.1137,35.5657,580.0,1981-06,0.00,13.3,24.0,34.7
UC1529013,-120.1137,35.5657,580.0,1981-07,0.00,13.3,24.6,35.9
UC1529013,-120.1137,35.5657,580.0,1981-08,0.00,14.1,24.7,35.2
UC1529013,-120.1137,35.5657,580.0,1981-09,0.00,12.0,22.1,32.2
UC1529013,-120.1137,35.5657,580.0,1981-10,25.71,8.1,16.1,24.1
UC1529013,-120.1137,35.5657,580.0,1981-11,19.74,5.8,12.4,18.9
UC1529013,-120.1137,35.5657,580.0,1981-12,6.01,2.8,9.2,15.6
UC1529013,-120.1137,35.5657,580.0,1982-01,51.05,-0.0,6.1,12.3
UC1529013,-120.1137,35.5657,580.0,1982-02,26.47,3.0,9.7,16.4
UC1529013,-120.1137,35.5657,580.0,1982-03,86.56,4.5,9.8,15.2
UC1529013,-120.1137,35.5657,580.0,1982-04,60.13,5.0,12.2,19.4
UC1529013,-120.1137,35.5657,580.0,1982-05,0.00,7.8,17.5,27.2
UC1529013,-120.1137,35.5657,580.0,1982-06,3.30,10.6,19.8,28.9
UC1529013,-120.1137,35.5657,580.0,1982-07,0.00,13.8,23.8,33.8
UC1529013,-120.1137,35.5657,580.0,1982-08,0.82,13.9,24.1,34.2
UC1529013,-120.1137,35.5657,580.0,1982-09,27.39,12.4,20.8,29.2
UC1529013,-120.1137,35.5657,580.0,1982-10,29.92,9.3,17.3,25.3
UC1529013,-120.1137,35.5657,580.0,1982-11,45.32,4.0,9.9,15.7
UC1529013,-120.1137,35.5657,580.0,1982-12,22.84,1.9,7.8,13.8
UC1529013,-120.1137,35.5657,580.0,1983-01,117.69,2.0,7.9,13.9
UC1529013,-120.1137,35.5657,580.0,1983-02,75.01,5.0,10.1,15.2
UC1529013,-120.1137,35.5657,580.0,1983-03,102.44,6.3,11.0,15.7
UC1529013,-120.1137,35.5657,580.0,1983-04,51.55,4.8,11.4,18.0
UC1529013,-120.1137,35.5657,580.0,1983-05,6.55,8.7,17.5,26.2
UC1529013,-120.1137,35.5657,580.0,1983-06,0.00,11.1,20.9,30.7
UC1529013,-120.1137,35.5657,580.0,1983-07,0.00,11.6,22.2,32.8
UC1529013,-120.1137,35.5657,580.0,1983-08,16.84,15.7,24.7,33.7
UC1529013,-120.1137,35.5657,580.0,1983-09,5.36,14.2,23.2,32.3
UC1529013,-120.1137,35.5657,580.0,1983-10,31.95,10.1,18.1,26.0
UC1529013,-120.1137,35.5657,580.0,1983-11,32.90,5.6,11.3,17.1
UC1529013,-120.1137,35.5657,580.0,1983-12,53.50,3.7,9.0,14.3
UC1529013,-120.1137,35.5657,580.0,1984-01,3.36,2.2,8.8,15.5
UC1529013,-120.1137,35.5657,580.0,1984-02,4.14,1.7,9.2,16.7
UC1529013,-120.1137,35.5657,580.0,1984-03,6.54,4.1,12.2,20.3
UC1529013,-120.1137,35.5657,580.0,1984-04,12.72,3.8,12.4,21.0
UC1529013,-120.1137,35.5657,580.0,1984-05,0.00,9.0,19.3,29.5
UC1529013,-120.1137,35.5657,580.0,1984-06,0.00,11.0,21.2,31.4
UC1529013,-120.1137,35.5657,580.0,1984-07,0.00,16.4,26.4,36.3
UC1529013,-120.1137,35.5657,580.0,1984-08,0.52,15.4,25.1,34.8
UC1529013,-120.1137,35.5657,580.0,1984-09,0.00,14.4,24.1,33.7
UC1529013,-120.1137,35.5657,580.0,1984-10,17.49,7.3,15.4,23.4
UC1529013,-120.1137,35.5657,580.0,1984-11,43.71,4.0,10.4,16.9
UC1529013,-120.1137,35.5657,580.0,1984-12,64.80,2.0,7.1,12.3
UC1529013,-120.1137,35.5657,580.0,1985-01,15.95,0.9,6.6,12.3
UC1529013,-120.1137,35.5657,580.0,1985-02,13.13,1.1,8.8,16.5
UC1529013,-120.1137,35.5657,580.0,1985-03,21.87,2.7,9.3,15.9
UC1529013,-120.1137,35.5657,580.0,1985-04,2.45,5.9,15.5,25.0
UC1529013,-120.1137,35.5657,580.0,1985-05,0.00,7.0,16.7,26.4
UC1529013,-120.1137,35.5657,580.0,1985-06,0.00,12.2,22.8,33.4
UC1529013,-120.1137,35.5657,580.0,1985-07,0.00,15.8,25.9,36.1
UC1529013,-120.1137,35.5657,580.0,1985-08,0.00,13.4,23.4,33.4
UC1529013,-120.1137,35.5657,580.0,1985-09,2.85,10.9,19.3,27.8
UC1529013,-120.1137,35.5657,580.0,1985-10,12.26,9.4,17.0,24.7
UC1529013,-120.1137,35.5657,580.0,1985-11,34.03,3.5,9.7,15.8
UC1529013,-120.1137,35.5657,580.0,1985-12,19.02,0.5,7.5,14.5
UC1529013,-120.1137,35.5657,580.0,1986-01,22.57,5.0,11.4,17.8
UC1529013,-120.1137,35.5657,580.0,1986-02,42.79,5.2,10.6,15.9
UC1529013,-120.1137,35.5657,580.0,1986-03,68.76,6.8,13.3,19.9
UC1529013,-120.1137,35.5657,580.0,1986-04,8.99,6.0,13.8,21.6
UC1529013,-120.1137,35.5657,580.0,1986-05,0.00,8.0,17.6,27.2
UC1529013,-120.1137,35.5657,580.0,1986-06,0.00,11.8,22.2,32.7
UC1529013,-120.1137,35.5657,580.0,1986-07,0.46,13.6,23.7,33.8
UC1529013,-120.1137,35.5657,580.0,1986-08,0.00,15.1,25.6,36.2
UC1529013,-120.1137,35.5657,580.0,1986-09,25.15,9.7,18.7,27.8
UC1529013,-120.1137,35.5657,580.0,1986-10,0.00,8.8,17.5,26.3
UC1529013,-120.1137,35.5657,580.0,1986-11,10.84,3.2,12.1,21.0
UC1529013,-120.1137,35.5657,580.0,1986-12,25.87,1.0,8.1,15.2
UC1529013,-120.1137,35.5657,580.0,1987-01,39.01,0.1,6.6,13.1
UC1529013,-120.1137,35.5657,580.0,1987-02,37.27,2.6,8.9,15.3
UC1529013,-120.1137,35.5657,580.0,1987-03,66.91,4.7,10.8,16.9
UC1529013,-120.1137,35.5657,580.0,1987-04,5.04,6.2,16.0,25.8
UC1529013,-120.1137,35.5657,580.0,1987-05,2.61,9.8,18.7,27.5
UC1529013,-120.1137,35.5657,580.0,1987-06,3.36,11.5,21.6,31.7
UC1529013,-120.1137,35.5657,580.0,1987-07,0.00,12.1,21.8,31.5
UC1529013,-120.1137,35.5657,580.0,1987-08,0.00,13.0,23.5,34.0
UC1529013,-120.1137,35.5657,580.0,1987-09,0.00,11.5,21.8,32.1
UC1529013,-120.1137,35.5657,580.0,1987-10,34.69,13.1,20.6,28.3
UC1529013,-120.1137,35.5657,580.0,1987-11,39.27,4.8,10.6,16.4
UC1529013,-120.1137,35.5657,580.0,1987-12,65.06,1.3,7.0,12.7
UC1529013,-120.1137,35.5657,580.0,1988-01,36.76,1.6,7.9,14.2
UC1529013,-120.1137,35.5657,580.0,1988-02,21.33,1.2,10.1,19.0
UC1529013,-120.1137,35.5657,580.0,1988-03,28.13,3.9,12.2,20.5
UC1529013,-120.1137,35.5657,580.0,1988-04,52.55,6.9,14.4,21.9
UC1529013,-120.1137,35.5657,580.0,1988-05,3.31,7.7,16.7,25.7
UC1529013,-120.1137,35.5657,580.0,1988-06,2.28,11.4,20.5,29.5
UC1529013,-120.1137,35.5657,580.0,1988-07,0.00,15.9,26.2,36.6
UC1529013,-120.1137,35.5657,580.0,1988-08,0.00,15.5,24.7,33.8
UC1529013,-120.1137,35.5657,580.0,1988-09,0.00,12.9,22.4,31.8
UC1529013,-120.1137,35.5657,580.0,1988-10,0.00,11.5,19.9,28.3
UC1529013,-120.1137,35.5657,580.0,1988-11,14.52,4.6,11.2,17.8
UC1529013,-120.1137,35.5657,580.0,1988-12,82.98,1.9,7.6,13.3
UC1529013,-120.1137,35.5657,580.0,1989-01,12.87,0.6,6.8,13.1
UC1529013,-120.1137,35.5657,580.0,1989-02,22.45,2.6,8.1,13.5
UC1529013,-120.1137,35.5657,580.0,1989-03,3.88,5.6,12.4,19.2
UC1529013,-120.1137,35.5657,580.0,1989-04,1.47,7.1,16.0,25.0
UC1529013,-120.1137,35.5657,580.0,1989-05,4.38,8.7,17.3,25.9
UC1529013,-120.1137,35.5657,580.0,1989-06,0.00,12.4,21.6,30.7
UC1529013,-120.1137,35.5657,580.0,1989-07,0.00,15.3,25.3,35.4
UC1529013,-120.1137,35.5657,580.0,1989-08,0.00,14.0,23.3,32.7
UC1529013,-120.1137,35.5657,580.0,1989-09,36.60,11.6,21.1,30.5
UC1529013,-120.1137,35.5657,580.0,1989-10,13.62,10.7,17.9,25.1
UC1529013,-120.1137,35.5657,580.0,1989-11,4.49,3.0,11.6,20.2
UC1529013,-120.1137,35.5657,580.0,1989-12,0.18,-1.8,7.5,16.7
UC1529013,-120.1137,35.5657,580.0,1990-01,49.05,2.3,8.3,14.3
UC1529013,-120.1137,35.5657,580.0,1990-02,24.37,1.1,7.6,14.1
UC1529013,-120.1137,35.5657,580.0,1990-03,2.03,5.6,12.2,18.8
UC1529013,-120.1137,35.5657,580.0,1990-04,5.60,7.8,15.8,23.8
UC1529013,-120.1137,35.5657,580.0,1990-05,17.43,8.1,16.6,25.1
UC1529013,-120.1137,35.5657,580.0,1990-06,0.00,11.7,21.1,30.5
UC1529013,-120.1137,35.5657,580.0,1990-07,0.00,16.6,26.1,35.6
UC1529013,-120.1137,35.5657,580.0,1990-08,0.00,15.9,24.7,33.5
UC1529013,-120.1137,35.5657,580.0,1990-09,21.06,12.8,21.7,30.6
UC1529013,-120.1137,35.5657,580.0,1990-10,0.00,10.9,19.6,28.3
UC1529013,-120.1137,35.5657,580.0,1990-11,4.97,4.1,11.6,19.1
UC1529013,-120.1137,35.5657,580.0,1990-12,9.94,-3.3,5.0,13.3
UC1529013,-120.1137,35.5657,580.0,1991-01,22.72,2.2,8.6,15.0
UC1529013,-120.1137,35.5657,580.0,1991-02,20.11,4.7,12.2,19.7
UC1529013,-120.1137,35.5657,580.0,1991-03,227.52,4.0,8.6,13.2
UC1529013,-120.1137,35.5657,580.0,1991-04,2.93,5.5,12.7,20.0
UC1529013,-120.1137,35.5657,580.0,1991-05,0.00,7.6,16.0,24.4
UC1529013,-120.1137,35.5657,580.0,1991-06,4.26,11.0,20.3,29.6
UC1529013,-120.1137,35.5657,580.0,1991-07,0.00,16.2,25.8,35.3
UC1529013,-120.1137,35.5657,580.0,1991-08,1.69,14.0,23.4,32.8
UC1529013,-120.1137,35.5657,580.0,1991-09,0.00,15.3,24.4,33.6
UC1529013,-120.1137,35.5657,580.0,1991-10,9.36,12.8,21.0,29.2
UC1529013,-120.1137,35.5657,580.0,1991-11,3.19,4.3,12.4,20.6
UC1529013,-120.1137,35.5657,580.0,1991-12,60.71,2.2,8.5,14.8
UC1529013,-120.1137,35.5657,580.0,1992-01,47.13,1.4,7.1,12.9
UC1529013,-120.1137,35.5657,580.0,1992-02,105.21,6.6,11.5,16.4
UC1529013,-120.1137,35.5657,580.0,1992-03,50.75,6.5,11.7,16.8
UC1529013,-120.1137,35.5657,580.0,1992-04,1.41,8.4,16.3,24.1
UC1529013,-120.1137,35.5657,580.0,1992-05,0.00,10.9,20.2,29.5
UC1529013,-120.1137,35.5657,580.0,1992-06,0.00,13.2,21.8,30.5
UC1529013,-120.1137,35.5657,580.0,1992-07,9.26,15.4,24.1,32.7
UC1529013,-120.1137,35.5657,580.0,1992-08,0.00,17.8,26.9,36.1
UC1529013,-120.1137,35.5657,580.0,1992-09,0.00,12.1,22.4,32.6
UC1529013,-120.1137,35.5657,580.0,1992-10,18.11,13.2,20.2,27.2
UC1529013,-120.1137,35.5657,580.0,1992-11,0.00,4.7,11.8,18.9
UC1529013,-120.1137,35.5657,580.0,1992-12,61.93,1.5,7.2,12.9
UC1529013,-120.1137,35.5657,580.0,1993-01,138.84,3.0,7.8,12.6
UC1529013,-120.1137,35.5657,580.0,1993-02,115.71,5.1,9.4,13.8
